year,id,wrkstat,wrkslf,wrkgvt,marital,sibs,childs,age,educ,degree,sex,race,polviews,partyid,mobile16,born,income06,rincom06,region,size,vote08_coded,pres08,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,spkmslm,colmslm,libmslm,cappun,gunlaw,courts,grass,relig,fund,attend,reliten,postlife,pray,bible,affrmact,wrkwayup,closeblk,closewht,happy,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,union,getahead,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,spanking,owngun,news,tvhours,fechld,fepresch,fefam,racdif1,racdif2,racdif3,racdif4,helppoor,helpnot,helpsick,helpblk,intintl,intfarm,inteduc,intsci,intecon,inttech,intmed,intspace,intenvir,intmil,hispanic,uscitzn,ethnic,fucitzn,vetyears,wordsum,hhtype1,dateintv,cohort,zodiac,inthisp,intrace1,intrace2,intrace3,feeused,feelevel,lngthinv,intage,intethn,mode,intsex,intyrs,wtss,social_trust,con_govt,social_connect,abortion,abortion_3,authoritarianism,femrole,reborn_r,savesoul_r,god_r,science_quiz,educ_4,educ_2,kids,age_5,evangelical,intethn_2,closeblk2,closewht2,obey2,fund2,attend3,homosex2,reliten2,affrmact2,racial_liberal3,social_cons3,spend3,mslm_lib,mslm_spk,mslm_col,rincom06_5,egalit_scale,race_2,white_traits,black_traits,int_info_scale,femrole2,tolerance,militarist_tol,egalit_scale3,black,voted08,partyid_3,hispanic_2,wtssall,attend7,egalit_scale4,tolerance4,spanking2,age_3,tvhours5,attend2,pornlaw2,south,divlaw2,age.f,mslm_spk.high,mslm_spk.yes,grass.legal,age2,relig2,dem,science_quiz.f
2012,1776,KEEPING HOUSE,NA,NA,Never married,1,0,27,11th grade,HS,Male,White,Moderate,Ind,SAME CITY,YES,NA,NA,W. SOU. CENTRAL,1,Voted,Obama,Too little,Too little,Too little,Too much,Too little,Too little,About right,NA,Too much,NA,Too little,Too little,Too little,Too little,Too little,NA,Too little,Too little,NA,ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,NOT ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Not remove,FAVOR,FAVOR,TOO HARSH,NA,NONE,LIBERAL,Never,NO RELIGION,YES,NEVER,BOOK OF FABLES,OPPOSE PREF,NEITHER AGREE NOR DISAGREE,5,5,NOT TOO HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LUCK OR HELP,NO,NO,NA,NO,NO,NO,NO,MORE DIFFICULT,NOT WRONG AT ALL,SOMETIMES WRONG,ALWAYS WRONG,NOT WRONG AT ALL,NA,AGREE,YES,LESS THAN ONCE WK,24,AGREE,AGREE,DISAGREE,NO,NO,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,GERMANY,NA,NONE,6,SINGLE ADULT,402,1985,CAPRICORN,NOT HISPANIC,Black or African,NA,NA,"YES, MONEY",20,95,56,BLACK,IN-PERSON,FEMALE,8,0.8237962599014,NA,NA,2,NA,NA,NA,5,No,No,No,NA,<HS,0-12 yrs,No,18-30,Low,Black,Less close,Less close,NA,No,Low,No,Not strong,Oppose,Conserv,Mod,Liberal,Yes,No,No,NA,NA,White,-1,0,NA,Traditional,11,Middle,NA,No,Voted,Ind,No,0.8237962599014,Never/<1yr,NA,MedLow,Approve,18-40,5 or more,Low,NA,South,More difficult,27,0,0,NA,<=30,NA,0,NA
2012,1777,WORKING FULL TIME,SELF-EMPLOYED,PRIVATE,Married,2,2,60,12th grade,HS,Male,White,SlghtCons,IndRep,"SAME ST, DIF CITY",YES,$150000 OR OVER,$150000 OR OVER,W. SOU. CENTRAL,1,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too little,Too little,About right,About right,Too little,Too little,Too little,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAVOR,NA,NOT HARSH ENOUGH,NOT LEGAL,PROTESTANT,FUNDAMENTALIST,<Once/yr,STRONG,YES,SEVERAL TIMES A DAY,WORD OF GOD,STRONGLY OPPOSE PREF,AGREE SOMEWHAT,NA,NA,VERY HAPPY,HARDLY ANY,ONLY SOME,A GREAT DEAL,A GREAT DEAL,HARDLY ANY,ONLY SOME,ONLY SOME,HARDLY ANY,HARDLY ANY,HARDLY ANY,A GREAT DEAL,HARDLY ANY,A GREAT DEAL,MOST IMPORTANT,LEAST IMPORTANT,4TH IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,STAY SAME,ALWAYS WRONG,ALWAYS WRONG,NA,NA,ILLEGAL TO ALL,AGREE,NA,LESS THAN ONCE WK,4,AGREE,AGREE,STRONGLY AGREE,NO,NO,NO,YES,Agree both,4,Agree both,3,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Not at all interested,Moderately interested,Moderately interested,NOT HISPANIC,NA,GERMANY,NA,NONE,7,"MARRIED COUPLE, NO CHILDREN",701,1952,SCORPIO,NOT HISPANIC,White,NA,NA,"YES, MONEY",75,91,56,BLACK,IN-PERSON,FEMALE,8,1.7479752420003,0,1,5,NA,NA,6,3,Yes,Yes,Yes,NA,HS,0-12 yrs,Yes,51-60,High,Black,NA,NA,More important,Yes,Low,NA,Strong,Oppose,Conserv,Conserv,Mod,NA,NA,NA,High,18,White,0,-1,9,Traditional,NA,NA,Middle,No,Did not vote,Ind,No,1.7479752420003,Never/<1yr,MedLow,NA,Approve,41-60,4,Low,Illegal to all,South,Same/easier,60,NA,NA,0,>=31,Protestant,0,NA
2012,1778,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,5,2,23,12th grade,HS,Female,White,Moderate,IndDem,SAME CITY,YES,$5 000 TO 5 999,$5 000 TO 5 999,W. SOU. CENTRAL,1,Voted,McCain,Too little,Too little,Too little,Too little,About right,Too little,Too little,NA,About right,Too little,About right,Too little,About right,NA,Too little,Too little,About right,Too little,3,ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NA,NOT REMOVE,ALLOWED,ALLOWED,REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,"Yes, allowed",Remove,FAVOR,FAVOR,NOT HARSH ENOUGH,LEGAL,NONE,LIBERAL,Never,NO RELIGION,YES,SEVERAL TIMES A WEEK,BOOK OF FABLES,NA,NA,6,8,PRETTY HAPPY,HARDLY ANY,ONLY SOME,ONLY SOME,A GREAT DEAL,HARDLY ANY,ONLY SOME,A GREAT DEAL,A GREAT DEAL,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,A GREAT DEAL,4TH IMPORTANT,LEAST IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,MOST IMPORTANT,NEITHER BELONGS,HARD WORK,NO,NO,NA,NO,YES,NA,YES,NA,NA,NA,ALWAYS WRONG,NOT WRONG AT ALL,ILLEGAL UNDER 18,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,Moderately interested,Very interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Moderately interested,NOT HISPANIC,NA,AMERICAN INDIAN,NA,NONE,NA,"COHAB COUPLE, NO CHILDREN",329,1989,SAGITTARIUS,NOT HISPANIC,Black or African,NA,NA,"YES, MONEY",20,132,56,BLACK,IN-PERSON,FEMALE,8,0.8237962599014,0,2,NA,NA,NA,2,NA,No,No,No,7,HS,0-12 yrs,Yes,18-30,Low,Black,More close,More close,Less important,No,Low,No,Not strong,NA,Conserv,Liberal,Liberal,No,No,Yes,Low,28,White,NA,NA,17,NA,NA,Middle,More egal,No,Voted,Ind,No,0.8237962599014,Never/<1yr,MedHigh,NA,NA,18-40,NA,Low,Not illegal to all,South,NA,23,0,0,100,<=30,NA,0,7
2012,1779,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,6,0,61,12th grade,HS,Male,White,Moderate,IndDem,SAME CITY,YES,$30000 TO 34999,$17500 TO 19999,W. SOU. CENTRAL,1,Voted,McCain,Too much,About right,Too little,About right,Too little,Too little,About right,About right,Too little,Too much,Too little,Too little,Too little,About right,About right,About right,Too much,Too much,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAVOR,NA,NOT HARSH ENOUGH,NOT LEGAL,PROTESTANT,FUNDAMENTALIST,>Once/wk,STRONG,YES,LT ONCE A WEEK,WORD OF GOD,SUPPORT PREF,AGREE SOMEWHAT,NA,NA,NOT TOO HAPPY,ONLY SOME,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,HARDLY ANY,ONLY SOME,HARDLY ANY,ONLY SOME,HARDLY ANY,HARDLY ANY,HARDLY ANY,ONLY SOME,MOST IMPORTANT,LEAST IMPORTANT,4TH IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,MORE DIFFICULT,SOMETIMES WRONG,ALWAYS WRONG,NA,NA,ILLEGAL UNDER 18,AGREE,NA,ONCE A WEEK,2,DISAGREE,AGREE,AGREE,NO,YES,NO,YES,Help selves,5,Govt,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,NA,NA,NONE,4,"MARRIED COUPLE, NO CHILDREN",428,1951,GEMINI,NOT HISPANIC,White,NA,NA,"YES, MONEY",20,119,56,BLACK,IN-PERSON,FEMALE,8,0.8237962599014,0,1,6,NA,NA,6,3,Yes,Yes,Yes,NA,HS,0-12 yrs,No,60-,High,Black,NA,NA,More important,Yes,High,NA,Strong,Support,Mod,Mod,Liberal,NA,NA,NA,MedLow,12,White,0,1,NA,Traditional,NA,NA,Less egal,No,Voted,Ind,No,0.8237962599014,Ev wk or more,MedLow,NA,Approve,61+,2,High,Not illegal to all,South,More difficult,61,NA,NA,0,>=31,Protestant,0,NA
2012,1780,RETIRED,SOMEONE ELSE,GOVERNMENT,Divorced,1,1,65,12th grade,HS,Male,White,Moderate,WkDem,SAME CITY,YES,$8 000 TO 9 999,NA,W. SOU. CENTRAL,1,Voted,Obama,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too little,Too little,Too little,Too little,Too little,Too little,Too little,NA,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,NOT REMOVE,NOT ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,Not allowed,Not allowed,Remove,FAVOR,FAVOR,NOT HARSH ENOUGH,NA,PROTESTANT,FUNDAMENTALIST,2-3 times /mo,NOT VERY STRONG,YES,SEVERAL TIMES A DAY,WORD OF GOD,OPPOSE PREF,NEITHER AGREE NOR DISAGREE,7,7,PRETTY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOTH EQUALLY,YES,NO,YES,YES,YES,YES,NO,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,NA,AGREE,YES,NEVER,6,DISAGREE,AGREE,AGREE,YES,NO,YES,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,IRELAND,NA,LESS THAN 2 YRS,7,SINGLE ADULT,410,1947,LEO,NOT HISPANIC,Black or African,NA,NA,"YES, MONEY",20,200,56,BLACK,IN-PERSON,FEMALE,8,0.4118981299507,NA,NA,0,5,3-5,NA,3,Yes,Yes,Yes,NA,HS,0-12 yrs,Yes,60-,High,Black,More close,More close,NA,Yes,Moderate,Yes,Not strong,Oppose,Mod,Conserv,Mod,No,No,No,NA,NA,White,0,0,NA,Traditional,2,Low,NA,No,Voted,Dem,No,0.4118981299507,2-3 times/mnth,NA,Low,Approve,61+,5 or more,High,NA,South,More difficult,65,0,0,NA,>=31,Protestant,1,NA
2012,1781,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Married,2,1,51,12th grade,HS,Male,White,Moderate,IndDem,SAME CITY,YES,$75000 TO $89999,$40000 TO 49999,W. SOU. CENTRAL,1,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,Too little,About right,About right,Too little,Too much,Too little,4,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,FIRED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,Not allowed,Not allowed,Remove,FAVOR,OPPOSE,NOT HARSH ENOUGH,NOT LEGAL,NONE,LIBERAL,Never,NO RELIGION,NA,ONCE A DAY,WORD OF GOD,NA,NA,9,9,VERY HAPPY,HARDLY ANY,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,HARDLY ANY,ONLY SOME,HARDLY ANY,HARDLY ANY,HARDLY ANY,HARDLY ANY,HARDLY ANY,ONLY SOME,3RD IMPORTANT,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,BOTH EQUALLY,NO,NO,NA,NO,YES,NO,NO,NA,NA,NA,ALWAYS WRONG,ALWAYS WRONG,ILLEGAL TO ALL,NA,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,Help selves,3,NA,5,Not at all interested,Moderately interested,Very interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Moderately interested,Not at all interested,NOT HISPANIC,NA,IRELAND,NA,LESS THAN 2 YRS,NA,"MARRIED COUPLE, NO CHILDREN",407,1961,LIBRA,NOT HISPANIC,Black or African,NA,NA,"YES, MONEY",20,112,56,BLACK,IN-PERSON,FEMALE,8,0.8237962599014,1,1,NA,NA,NA,5,NA,Yes,Yes,Yes,NA,HS,0-12 yrs,Yes,51-60,High,Black,More close,More close,Less important,No,Low,Yes,Not strong,NA,Conserv,Conserv,Mod,No,No,No,MedHigh,6,White,NA,NA,4,NA,2,Low,Less egal,No,Did not vote,Ind,No,0.8237962599014,Never/<1yr,Low,Low,NA,41-60,NA,Low,Illegal to all,South,NA,51,0,0,0,>=31,NA,0,NA
2012,1782,WORKING FULL TIME,SOMEONE ELSE,GOVERNMENT,Divorced,7,0,38,2 years,HS,Male,White,Moderate,WkRep,DIFFERENT STATE,YES,$60000 TO 74999,$60000 TO 74999,W. NOR. CENTRAL,4,Did not vote,NA,About right,About right,Too much,NA,About right,About right,Too little,NA,Too little,Too much,Too much,Too little,Too little,NA,About right,NA,About right,Too little,NA,ALLOWED,ALLOWED,NOT REMOVE,NOT ALLOWED,NOT ALLOWED,REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Remove,FAVOR,OPPOSE,NA,NA,CHRISTIAN,MODERATE,<Once/yr,NOT VERY STRONG,YES,SEVERAL TIMES A WEEK,BOOK OF FABLES,STRONGLY OPPOSE PREF,NEITHER AGREE NOR DISAGREE,4,6,VERY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,YES,YES,YES,YES,YES,YES,YES,STAY SAME,NOT WRONG AT ALL,NOT WRONG AT ALL,ALWAYS WRONG,NOT WRONG AT ALL,NA,STRONGLY AGREE,YES,NEVER,3,DISAGREE,DISAGREE,DISAGREE,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,ITALY,NA,MORE THAN 4 YRS,5,SINGLE ADULT,523,1974,ARIES,NOT HISPANIC,White,NA,NA,NO,NA,88,57,WHITE,IN-PERSON,FEMALE,8,0.4118981299507,NA,NA,5,7,6-7,NA,5,No,No,Yes,NA,Some Coll,13+ yrs,No,31-40,Low,White,Less close,More close,NA,No,Low,No,Not strong,Oppose,Conserv,Liberal,Mod,No,No,No,MedHigh,NA,White,0,0,NA,Traditional,11,High,NA,No,Did not vote,Rep,No,0.4118981299507,Never/<1yr,NA,MedLow,Approve,18-40,3,Low,NA,Nonsouth,Same/easier,38,0,0,NA,>=31,NA,0,NA
2012,1783,WORKING FULL TIME,SOMEONE ELSE,GOVERNMENT,Married,0,0,39,4 years,Bachelor deg,Male,White,Conserv,NA,DIFFERENT STATE,NO,$60000 TO 74999,NA,W. NOR. CENTRAL,4,Voted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,Too much,About right,Too much,Too much,Too much,Too little,NA,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed","Yes, allowed",Not remove,FAVOR,OPPOSE,ABOUT RIGHT,NA,CHRISTIAN,MODERATE,Every wk,STRONG,YES,ONCE A DAY,WORD OF GOD,STRONGLY OPPOSE PREF,NEITHER AGREE NOR DISAGREE,5,5,VERY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,NO,NO,NO,NO,NO,NO,NO,MORE DIFFICULT,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,NA,AGREE,NO,FEW TIMES A WEEK,0,AGREE,DISAGREE,AGREE,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPANISH,A U.S. Citizen,ITALY,NA,MORE THAN 4 YRS,6,SINGLE ADULT,330,1973,SAGITTARIUS,NOT HISPANIC,White,NA,NA,NO,NA,141,57,WHITE,IN-PERSON,FEMALE,8,0.4118981299507,NA,NA,2,0,0-2,NA,5,Yes,Yes,Yes,NA,Coll+,13+ yrs,No,31-40,High,White,Less close,Less close,NA,No,High,Yes,Strong,Oppose,Conserv,Conserv,Conserv,Yes,Yes,Yes,NA,NA,White,0,0,NA,Traditional,14,High,NA,No,Voted,NA,Yes,0.4118981299507,Ev wk or more,NA,MedHigh,Approve,18-40,0-1,High,NA,Nonsouth,More difficult,39,1,100,NA,>=31,NA,NA,NA
2012,1784,TEMP NOT WORKING,SOMEONE ELSE,PRIVATE,Divorced,3,2,25,12th grade,HS,Female,White,Moderate,Ind,DIFFERENT STATE,YES,$10000 TO 12499,$10000 TO 12499,W. NOR. CENTRAL,4,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,About right,NA,Too little,Too little,Too little,NA,Too little,3,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed","Yes, allowed",Not remove,FAVOR,OPPOSE,NA,LEGAL,NONE,LIBERAL,Never,NO RELIGION,YES,SEVERAL TIMES A DAY,BOOK OF FABLES,NA,NA,5,5,NOT TOO HAPPY,HARDLY ANY,HARDLY ANY,HARDLY ANY,HARDLY ANY,ONLY SOME,NA,HARDLY ANY,HARDLY ANY,ONLY SOME,HARDLY ANY,A GREAT DEAL,HARDLY ANY,ONLY SOME,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,3RD IMPORTANT,2ND IMPORTANT,NEITHER BELONGS,HARD WORK,YES,YES,YES,YES,YES,YES,YES,NA,NA,NA,SOMETIMES WRONG,NOT WRONG AT ALL,ILLEGAL UNDER 18,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree both,4,Govt,5,Moderately interested,Not at all interested,Very interested,Very interested,Moderately interested,Very interested,Very interested,Moderately interested,Not at all interested,Moderately interested,"MEXICAN, MEXICAN AMERICAN, CHICANO/A",NA,MEXICO,NA,LESS THAN 2 YRS,NA,SINGLE PARENT,326,1987,GEMINI,NOT HISPANIC,White,NA,NA,NO,NA,109,57,WHITE,IN-PERSON,FEMALE,8,0.4118981299507,0,1,NA,7,6-7,1,NA,No,No,No,9,HS,0-12 yrs,Yes,18-30,Low,White,Less close,Less close,Less important,No,Low,No,Not strong,NA,Conserv,Liberal,Conserv,Yes,Yes,Yes,Low,22,White,NA,NA,12,NA,14,High,Middle,No,Did not vote,Ind,Yes,0.4118981299507,Never/<1yr,MedHigh,MedHigh,NA,18-40,NA,Low,Not illegal to all,Nonsouth,NA,25,1,100,100,<=30,NA,0,9
2012,1785,WORKING FULL TIME,SOMEONE ELSE,GOVERNMENT,Married,3,3,33,12th grade,HS,Male,White,NA,Ind,SAME CITY,NO,$35000 TO 39999,$3 000 TO 3 999,W. NOR. CENTRAL,4,Did not vote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too little,NA,Too little,Too little,Too little,NA,About right,NA,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,"Yes, allowed","Yes, allowed",Not remove,FAVOR,FAVOR,NOT HARSH ENOUGH,NA,PROTESTANT,MODERATE,Sev times/yr,NOT VERY STRONG,NA,ONCE A DAY,INSPIRED WORD,STRONGLY OPPOSE PREF,NEITHER AGREE NOR DISAGREE,7,9,PRETTY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,NA,NO,YES,NO,YES,NO,NO,MORE DIFFICULT,NOT WRONG AT ALL,ALWAYS WRONG,ALWAYS WRONG,NOT WRONG AT ALL,NA,STRONGLY AGREE,YES,LESS THAN ONCE WK,3,DISAGREE,DISAGREE,STRONGLY DISAGREE,NO,NO,NO,YES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,A U.S. Citizen,GERMANY,NA,NONE,7,"MARRIED COUPLE, NO CHILDREN",402,1979,VIRGO,NOT HISPANIC,White,NA,NA,NO,NA,131,57,WHITE,IN-PERSON,FEMALE,8,0.8237962599014,NA,NA,5,NA,NA,NA,6,No,No,No,NA,HS,0-12 yrs,Yes,31-40,Low,White,More close,More close,NA,No,Moderate,No,Not strong,Oppose,Conserv,Mod,Conserv,Yes,Yes,Yes,Low,NA,White,0,0,NA,NonTrad,14,High,NA,No,Did not vote,Ind,No,0.8237962599014,Svrl times/yr,NA,MedHigh,Approve,18-40,3,Low,NA,Nonsouth,More difficult,33,1,100,NA,>=31,Protestant,0,NA
2012,1786,WORKING FULL TIME,SOMEONE ELSE,PRIVATE,Never married,2,0,30,4 years,Bachelor deg,Male,White,SlghtCons,WkDem,DIFFERENT STATE,YES,$25000 TO 29999,$15000 TO 17499,W. NOR. CENTRAL,4,Voted,Obama,Too little,About right,About right,Too little,Too little,Too much,Too little,About right,About right,Too much,Too much,Too little,Too little,About right,About right,Too little,Too little,Too little,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LEGAL,NONE,LIBERAL,Never,NO RELIGION,NA,NEVER,BOOK OF FABLES,STRONGLY OPPOSE PREF,NEITHER AGREE NOR DISAGREE,NA,NA,PRETTY HAPPY,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,ONLY SOME,HARDLY ANY,A GREAT DEAL,A GREAT DEAL,ONLY SOME,A GREAT DEAL,ONLY SOME,A GREAT DEAL,4TH IMPORTANT,LEAST IMPORTANT,MOST IMPORTANT,2ND IMPORTANT,3RD IMPORTANT,NEITHER BELONGS,NA,NA,NA,NA,NA,NA,NA,NA,MORE DIFFICULT,NOT WRONG AT ALL,ALMST ALWAYS WRG,NA,NA,ILLEGAL UNDER 18,DISAGREE,NA,FEW TIMES A WEEK,2,AGREE,STRONGLY DISAGREE,STRONGLY DISAGREE,NO,NO,NO,NO,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,SCOTLAND,NA,NONE,6,"MARRIED COUPLE, NO CHILDREN",802,1982,LEO,NOT HISPANIC,White,NA,NA,"YES, MONEY",50,93,57,WHITE,IN-PERSON,FEMALE,8,2.6219628630005,2,3,5,NA,NA,1,8,No,No,No,NA,Coll+,13+ yrs,No,18-30,Low,White,NA,NA,Less important,No,Low,NA,Not strong,Oppose,Conserv,Liberal,Liberal,NA,NA,NA,MedLow,3,White,2,2,NA,NonTrad,NA,NA,Less egal,No,Voted,Dem,No,2.6219628630005,Never/<1yr,Low,NA,Disapprove,18-40,2,Low,Not illegal to all,Nonsouth,More difficult,30,NA,NA,100,<=30,NA,1,NA
2012,1787,WORKING PART TIME,SELF-EMPLOYED,PRIVATE,Never married,1,0,30,12th grade,HS,Male,Other,Conserv,IndRep,"SAME ST, DIF CITY",YES,$60000 TO 74999,NA,W. NOR. CENTRAL,4,NA,NA,Too little,About right,Too little,Too little,About right,Too little,Too little,About right,About right,Too much,Too little,About right,Too little,About right,About right,About right,Too little,Too little,NA,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,NOT FIRED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,ALLOWED,ALLOWED,NOT REMOVE,Not allowed,Not allowed,Not remove,FAVOR,FAVOR,TOO HARSH,NA,PROTESTANT,MODERATE,Never,NOT VERY STRONG,YES,NEVER,BOOK OF FABLES,STRONGLY SUPPORT PREF,AGREE STRONGLY,5,7,PRETTY HAPPY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARD WORK,NO,YES,YES,YES,YES,YES,NO,EASIER,NOT WRONG AT ALL,ALWAYS WRONG,ALWAYS WRONG,ALWAYS WRONG,NA,DISAGREE,NO,LESS THAN ONCE WK,6,STRONGLY DISAGREE,AGREE,DISAGREE,NO,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOT HISPANIC,NA,OTHER,NA,NONE,4,"MARRIED COUPLE, NO CHILDREN",402,1982,AQUARIUS,NOT HISPANIC,White,NA,NA,NO,NA,132,57,WHITE,IN-PERSON,FEMALE,8,1.6475925198027,NA,NA,0,5,3-5,NA,3,No,No,No,NA,HS,0-12 yrs,No,18-30,Low,White,Less close,More close,NA,No,Low,Yes,Not strong,Support,Mod,Conserv,Liberal,Yes,No,No,NA,NA,NA,0,-3,NA,Traditional,14,High,NA,NA,NA,Ind,No,1.6475925198027,Never/<1yr,NA,MedHigh,Disapprove,18-40,5 or more,Low,NA,Nonsouth,Same/easier,30,0,0,NA,<=30,Protestant,0,NA
